full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
batmat/backend-update-center2,29028054,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/batmat/backend-update-center2,35,1.00,1.00,0,0,448
JohnLZeller/backend-update-center2,29683131,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/JohnLZeller/backend-update-center2,1,1.00,1.00,0,0,398
jglick/backend-update-center2,30892073,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/jglick/backend-update-center2,13,1.00,1.00,0,0,432
fbelzunc/backend-update-center2,35711925,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/fbelzunc/backend-update-center2,3,1.00,1.00,0,0,622
rafaelrezend/backend-update-center2,37908618,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/rafaelrezend/backend-update-center2,1,1.00,1.00,0,0,488
mably/backend-update-center2,52874780,67521,67521,NULL,1,NULL,0,https://api.github.com/repos/mably/backend-update-center2,1,1.00,1.00,0,0,549
mgwt/mgwt,1283028,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/mgwt/mgwt,0,0.00,0.00,94,98,1391
flasheater/mgwt,1407603,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/flasheater/mgwt,0,0.00,0.00,1,1,920
david-austin/mgwt,1837895,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/david-austin/mgwt,2,0.50,0.50,2,2,910
paulfrench/mgwt,6788185,70101,70101,6788185,1,0,1,https://api.github.com/repos/paulfrench/mgwt,0,0.00,0.00,81,85,1378
Brainfuse/mgwt,7474414,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/Brainfuse/mgwt,1,0.00,0.00,237,308,1251
ankon/mgwt,7819291,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/ankon/mgwt,1,0.05,0.04,19,23,1316
jooink/mgwt,7963652,70101,70101,NULL,1,NULL,0,https://api.github.com/repos/jooink/mgwt,15,0.68,0.68,7,7,1300
WSDOT/mgwt,12785162,1283028,70101,NULL,2,NULL,0,https://api.github.com/repos/WSDOT/mgwt,4,1.00,1.00,0,0,1391
han39/fr.agfahealthcare.mgwt,54728200,1283028,70101,NULL,2,NULL,0,https://api.github.com/repos/han39/fr.agfahealthcare.mgwt,0,0.00,0.00,15,16,1407
yjin/raxacore,47526,97582,97582,NULL,1,NULL,0,https://api.github.com/repos/yjin/raxacore,4,0.40,0.40,6,6,157
TarangMahajan/raxacore,82016,97582,97582,NULL,1,NULL,0,https://api.github.com/repos/TarangMahajan/raxacore,2,1.00,1.00,0,0,63
AbhishekGupta10004/raxacore,84894,97582,97582,NULL,1,NULL,0,https://api.github.com/repos/AbhishekGupta10004/raxacore,15,0.75,0.71,5,6,76
johnstoecker/raxacore,129841,97582,97582,NULL,1,NULL,0,https://api.github.com/repos/johnstoecker/raxacore,93,0.86,0.85,15,17,158
Bhamni/bahmni-core,3129579,97582,97582,NULL,1,NULL,0,https://api.github.com/repos/Bhamni/bahmni-core,0,0.00,0.00,2223,2457,2608
esaude/bahmni-core,21104818,30371300,97582,30371300,2,1,1,https://api.github.com/repos/esaude/bahmni-core,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2598
Bahmni/bahmni-core,30371300,97582,97582,30371300,1,0,1,https://api.github.com/repos/Bahmni/bahmni-core,30,0.01,0.01,2223,2457,2608
Possiblehealth/bahmni-core,48224153,30371300,97582,30371300,2,1,1,https://api.github.com/repos/Possiblehealth/bahmni-core,3,0.75,0.50,1,3,2611
bahmni-msf/bahmni-core,62715191,30371300,97582,30371300,2,1,1,https://api.github.com/repos/bahmni-msf/bahmni-core,12,1.00,1.00,0,0,2608
mekomsolutions/bahmni-core,63899057,30371300,97582,30371300,2,1,1,https://api.github.com/repos/mekomsolutions/bahmni-core,18,0.55,0.55,15,15,2567
eyalgo/bahmni-core,97654230,95316011,97582,30371300,3,2,1,https://api.github.com/repos/eyalgo/bahmni-core,3,0.75,0.75,1,1,2583
carhartl/bahmni-core,100493803,97654230,97582,30371300,4,3,1,https://api.github.com/repos/carhartl/bahmni-core,3,0.75,0.75,1,1,2572
ivange94/bahmni-core,125953599,30371300,97582,30371300,2,1,1,https://api.github.com/repos/ivange94/bahmni-core,11,1.00,1.00,0,0,2604
snkashis/mapfish-print,264134,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/snkashis/mapfish-print,4,0.02,0.02,253,256,256
geekdenz/mapfish-print,327447,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/geekdenz/mapfish-print,40,0.10,0.10,350,355,355
sweco/mapfish-print,2555334,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/sweco/mapfish-print,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,954
lindsejs/mapfish-print,2583663,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/lindsejs/mapfish-print,1,0.00,0.00,203,203,203
Intevation/mapfish-print,2633934,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/Intevation/mapfish-print,7,0.78,0.78,2,2,937
procrastinatio/mapfish-print,4252022,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/procrastinatio/mapfish-print,4,0.01,0.01,385,392,392
geosolutions-it/mapfish-print,5222409,264132,264132,5222409,1,0,1,https://api.github.com/repos/geosolutions-it/mapfish-print,0,0.00,0.00,391,396,396
jesseeichar/mapfish-print,12555515,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/jesseeichar/mapfish-print,136,1.00,1.00,0,0,919
moove-it/mapfish-print,17941697,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/moove-it/mapfish-print,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1617
marionb/mapfish-print,29306740,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/marionb/mapfish-print,4,1.00,1.00,0,0,1612
Vampouille/mapfish-print,29796340,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/Vampouille/mapfish-print,18,1.00,1.00,0,0,971
arnaud-morvan/mapfish-print,38829229,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/arnaud-morvan/mapfish-print,3,1.00,1.00,0,0,1082
MaxComse/mapfish-print,50227044,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/MaxComse/mapfish-print,12,0.50,0.44,12,15,1184
omarkljung/mapfish-print,62750763,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/omarkljung/mapfish-print,2,1.00,1.00,0,0,1231
geoadmin/mapfish-print,81719321,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/geoadmin/mapfish-print,0,0.00,0.00,441,449,449
pfirpfel/mapfish-print,134188203,264132,264132,NULL,1,NULL,0,https://api.github.com/repos/pfirpfel/mapfish-print,9,1.00,1.00,0,0,2008
nzroller/swagger-jaxrs-doclet,1422268,453678,453678,NULL,1,NULL,0,https://api.github.com/repos/nzroller/swagger-jaxrs-doclet,1,1.00,1.00,0,0,41
jplock/swagger-jaxrs-doclet,2282298,453678,453678,NULL,1,NULL,0,https://api.github.com/repos/jplock/swagger-jaxrs-doclet,3,1.00,1.00,0,0,150
teamcarma/swagger-jaxrs-doclet,14842422,7718125,453678,NULL,2,NULL,0,https://api.github.com/repos/teamcarma/swagger-jaxrs-doclet,30,0.09,0.08,289,347,507
tandrup/swagger-jaxrs-doclet,21469897,21100645,453678,NULL,4,NULL,0,https://api.github.com/repos/tandrup/swagger-jaxrs-doclet,1,1.00,1.00,0,0,392
1and1/swagger-jaxrs-doclet,22690969,14842422,453678,NULL,3,NULL,0,https://api.github.com/repos/1and1/swagger-jaxrs-doclet,3,0.04,0.04,65,81,555
umbrew/swagger-jaxrs-doclet,29024072,14842422,453678,NULL,3,NULL,0,https://api.github.com/repos/umbrew/swagger-jaxrs-doclet,0,0.00,0.00,4,7,419
ilanddev/swagger-jaxrs-doclet,35017558,15028842,453678,NULL,4,NULL,0,https://api.github.com/repos/ilanddev/swagger-jaxrs-doclet,1,0.14,0.14,6,6,490
rodney757/swagger-doclet,54146509,34330342,453678,54146509,4,0,1,https://api.github.com/repos/rodney757/swagger-doclet,0,0.00,0.00,29,29,551
Scuilion/swagger-doclet,60669592,34330342,453678,NULL,4,NULL,0,https://api.github.com/repos/Scuilion/swagger-doclet,0,0.00,0.00,2,2,524
kfiles/swagger-doclet,77985277,54146509,453678,54146509,5,1,1,https://api.github.com/repos/kfiles/swagger-doclet,9,1.00,1.00,0,0,545
ddrscott/ActiveAndroid,3328291,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/ddrscott/ActiveAndroid,2,0.40,0.40,3,3,176
dreipol/ActiveAndroid,11542875,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/dreipol/ActiveAndroid,0,0.00,0.00,33,36,320
twobitlabs/ActiveAndroid,11745931,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/twobitlabs/ActiveAndroid,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,283
3dcl/ActiveAndroid,11800526,6498277,1434458,NULL,2,NULL,0,https://api.github.com/repos/3dcl/ActiveAndroid,0,0.00,0.00,29,33,317
Sebbia/ActiveAndroid,13742082,1434458,1434458,13742082,1,0,1,https://api.github.com/repos/Sebbia/ActiveAndroid,0,0.00,0.00,7,8,292
BreezeWorks/ActiveAndroid,20565123,11745931,1434458,NULL,2,NULL,0,https://api.github.com/repos/BreezeWorks/ActiveAndroid,0,0.00,0.00,10,10,293
Pixplicity/ActiveAndroid,27418685,24842890,1434458,NULL,2,NULL,0,https://api.github.com/repos/Pixplicity/ActiveAndroid,8,0.47,0.44,9,10,294
vicpinm/ActiveAndroidRx,28171478,16538180,1434458,NULL,2,NULL,0,https://api.github.com/repos/vicpinm/ActiveAndroidRx,5,0.31,0.28,11,13,309
bandlab/ActiveAndroid,29167405,13742082,1434458,13742082,2,1,1,https://api.github.com/repos/bandlab/ActiveAndroid,0,0.00,0.00,2,2,294
maxxx/ActiveAndroid,37502575,32702057,1434458,NULL,2,NULL,0,https://api.github.com/repos/maxxx/ActiveAndroid,0,0.00,0.00,55,59,343
foxsake/ActiveAndroid,47469504,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/foxsake/ActiveAndroid,0,0.00,0.00,5,5,289
Beetrack/ActiveAndroid,59665605,13633619,1434458,NULL,2,NULL,0,https://api.github.com/repos/Beetrack/ActiveAndroid,8,0.47,0.47,9,9,294
cewei/ActiveAndroid,80430683,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/cewei/ActiveAndroid,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,284
matteinn/ActiveAndroid,91332024,1434458,1434458,NULL,1,NULL,0,https://api.github.com/repos/matteinn/ActiveAndroid,0,0.00,0.00,10,10,294
martinbaillie/flyway,1967978,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/martinbaillie/flyway,1,1.00,1.00,0,0,687
kamilszymanski/flyway,1996710,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/kamilszymanski/flyway,2,1.00,1.00,0,0,688
cdedie/flyway,2343340,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/cdedie/flyway,48,1.00,1.00,0,0,1671
ben-manes/flyway,3077770,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/ben-manes/flyway,1,1.00,1.00,0,0,865
rotscher/flyway,3315562,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/rotscher/flyway,3,1.00,1.00,0,0,1070
nathanvick/flyway,9369120,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/nathanvick/flyway,19,0.86,0.83,3,4,1565
rostrzycki/flyway,10075115,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/rostrzycki/flyway,18,1.00,1.00,0,0,1176
esusab/flyway,12838387,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/esusab/flyway,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1232
FileTrek/flyway,15059798,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/FileTrek/flyway,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1352
RMS/flyway,29779939,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/RMS/flyway,1,1.00,1.00,0,0,1430
IAops/flyway,32743426,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/IAops/flyway,3,1.00,1.00,0,0,1693
brennan-collins/flyway,41620722,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/brennan-collins/flyway,6,1.00,1.00,0,0,1604
TomRK1089/flyway,44775262,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/TomRK1089/flyway,3,0.50,0.50,3,3,2116
khatkar/flyway,46648671,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/khatkar/flyway,6,1.00,1.00,0,0,1704
risksense/flyway,50721759,1735275,1735275,50721759,1,0,1,https://api.github.com/repos/risksense/flyway,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1611
MithdandirD/flyway,53566758,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/MithdandirD/flyway,0,0.00,0.00,1,1,1972
niknyl/flyway,64266229,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/niknyl/flyway,0,0.00,0.00,3,3,1781
alexlevene/flyway,69802819,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/alexlevene/flyway,10,0.50,0.50,10,10,1904
Rffsilva/flyway,71587532,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/Rffsilva/flyway,0,0.00,0.00,16,20,1916
felipebn/flyway,71603184,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/felipebn/flyway,0,0.00,0.00,16,20,1916
dhoer/flyway,72377315,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/dhoer/flyway,8,1.00,1.00,0,0,1821
aleskiewicz/flyway,73224414,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/aleskiewicz/flyway,2,0.50,0.50,2,2,1845
dsbert/flyway,73886310,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/dsbert/flyway,2,0.50,0.50,2,2,1899
izep/flyway,74104573,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/izep/flyway,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2069
FlakM/flyway,81932452,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/FlakM/flyway,1,1.00,1.00,0,0,2038
selliera/flyway,81943892,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/selliera/flyway,0,0.00,0.00,5,18,1987
billwanjohi/flyway,87339109,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/billwanjohi/flyway,9,1.00,1.00,0,0,1993
Radioafricagroup/flyway,94804839,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/Radioafricagroup/flyway,0,0.00,0.00,2,2,2040
apanasevich/flyway,94813529,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/apanasevich/flyway,1,1.00,1.00,0,0,2033
HunterSherms/flyway,98821362,74508996,1735275,NULL,2,NULL,0,https://api.github.com/repos/HunterSherms/flyway,0,0.00,0.00,18,21,1893
jgarcot/flyway,102478392,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/jgarcot/flyway,0,0.00,0.00,7,10,2101
tinybarks/flyway,115620915,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/tinybarks/flyway,2,1.00,1.00,0,0,2123
josephlbarnett/flyway,129022839,1735275,1735275,NULL,1,NULL,0,https://api.github.com/repos/josephlbarnett/flyway,2,1.00,1.00,0,0,2183
johnjohndoe/CampFahrplan,5222671,2158300,1822660,NULL,2,NULL,0,https://api.github.com/repos/johnjohndoe/CampFahrplan,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1386
SubOptimal/CampFahrplan,6756946,1822660,1822660,NULL,1,NULL,0,https://api.github.com/repos/SubOptimal/CampFahrplan,51,1.00,1.00,0,0,551
ligi/CampFahrplan,13696433,1822660,1822660,13696433,1,0,1,https://api.github.com/repos/ligi/CampFahrplan,5,0.03,0.03,160,164,715
schildbach/CampFahrplan,53312951,13696433,1822660,13696433,2,1,1,https://api.github.com/repos/schildbach/CampFahrplan,3,1.00,1.00,0,0,681
morgil/CampFahrplan,53553466,13696433,1822660,13696433,2,1,1,https://api.github.com/repos/morgil/CampFahrplan,1,1.00,1.00,0,0,703
MyIgel/EH17Fahrplan,62099787,13696433,1822660,13696433,2,1,1,https://api.github.com/repos/MyIgel/EH17Fahrplan,0,0.00,0.00,11,11,726
stefanmedack/CampFahrplan,78645715,5222671,1822660,NULL,3,NULL,0,https://api.github.com/repos/stefanmedack/CampFahrplan,1,1.00,1.00,0,0,809
codingcatgirl/EventFahrplan,83831744,71460896,1822660,NULL,2,NULL,0,https://api.github.com/repos/codingcatgirl/EventFahrplan,1,1.00,1.00,0,0,899
poschi3/EventFahrplan,121009977,71460896,1822660,NULL,2,NULL,0,https://api.github.com/repos/poschi3/EventFahrplan,1,1.00,1.00,0,0,1262
akarsh/EventFahrplan,135423374,71460896,1822660,NULL,2,NULL,0,https://api.github.com/repos/akarsh/EventFahrplan,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1386
pylerSM/XposedInstaller,4793868,1879783,1879783,NULL,1,NULL,0,https://api.github.com/repos/pylerSM/XposedInstaller,14,0.82,0.82,3,3,864
david082321/XposedInstaller,8784955,1879783,1879783,NULL,1,NULL,0,https://api.github.com/repos/david082321/XposedInstaller,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1222
DVDAndroid/XposedInstaller,20136337,18922173,1879783,NULL,2,NULL,0,https://api.github.com/repos/DVDAndroid/XposedInstaller,0,0.00,0.00,518,692,1180
pupu2314/XposedInstaller,30517985,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/pupu2314/XposedInstaller,2,1.00,1.00,0,0,625
topjohnwu/XposedInstaller,40906057,20136337,1879783,40906057,3,0,1,https://api.github.com/repos/topjohnwu/XposedInstaller,0,0.00,0.00,1,1,1049
madisotenurm/XposedInstaller,41951477,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/madisotenurm/XposedInstaller,0,0.00,0.00,7,9,981
macio525/XposedInstaller,47540460,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/macio525/XposedInstaller,1,1.00,1.00,0,0,1008
Alexey71/XposedInstaller,48200277,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/Alexey71/XposedInstaller,0,0.00,0.00,1,1,1050
aviraxp/XposedInstaller,48522371,1879783,1879783,NULL,1,NULL,0,https://api.github.com/repos/aviraxp/XposedInstaller,1,0.07,0.05,13,20,1030
joopmeijer1984/XposedInstaller,50161654,50056271,1879783,NULL,2,NULL,0,https://api.github.com/repos/joopmeijer1984/XposedInstaller,0,has not unique commit and parent pull request,0.00,0,1,1018
burunduk/XposedInstaller,51576648,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/burunduk/XposedInstaller,1,1.00,1.00,0,0,1060
Madis0/XposedInstaller,77412054,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/Madis0/XposedInstaller,10,0.59,0.53,7,9,981
weiyitai/XposedInstaller,78710442,1879783,1879783,NULL,1,NULL,0,https://api.github.com/repos/weiyitai/XposedInstaller,0,0.00,0.00,2,2,1050
nnnvvv/XposedInstaller,107088411,1879783,1879783,NULL,1,NULL,0,https://api.github.com/repos/nnnvvv/XposedInstaller,0,0.00,0.00,2,3,1051
solohsu/XposedInstaller,122192061,20136337,1879783,NULL,3,NULL,0,https://api.github.com/repos/solohsu/XposedInstaller,0,0.00,0.00,44,879,1222
andrewk0/XposedInstaller,131734283,122192061,1879783,NULL,4,NULL,0,https://api.github.com/repos/andrewk0/XposedInstaller,1,1.00,1.00,0,0,1220
mate1/camus,2294773,2294774,1907206,NULL,2,NULL,0,https://api.github.com/repos/mate1/camus,0,0.00,0.00,17,17,166
RallySoftware/camus,2615330,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/RallySoftware/camus,19,0.54,0.54,16,16,380
VertiPub/camus,4823937,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/VertiPub/camus,1,0.11,0.11,8,8,165
bbaugher/camus,6031634,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/bbaugher/camus,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,624
airbnb/camus,6294021,1907206,1907206,6294021,1,0,1,https://api.github.com/repos/airbnb/camus,0,0.00,0.00,41,45,289
theduderog/camus,6380474,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/theduderog/camus,6,1.00,1.00,0,0,164
liquidm/camus,6644261,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/liquidm/camus,11,0.25,0.24,33,34,362
ProjectFlorida/camus,7803365,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/ProjectFlorida/camus,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,283
jeromebanks/camus,9262085,1907206,1907206,NULL,1,NULL,0,https://api.github.com/repos/jeromebanks/camus,0,0.00,0.00,9,9,269
